No,Tanggal,Username,Link Post,Views,Like,Comment,Save,Share,Product,Approach,Content Type,Platform
1,2026-08-06,tiva3331,https://vt.tiktok.com/ZS4CSJfBR/,230471,135,13,21,4,Z Fold8 Ultra,CC,HQ Localized,Tiktok
2,2026-08-06,delia_isn,https://vt.tiktok.com/ZS4CkX5hJ/,18401,56,11,11,1,Z Fold8 Ultra,CC,HQ Localized,Tiktok
3,2026-08-06,devano_yak,https://vt.tiktok.com/ZS4XXYpCn/,71871,126,16,19,5,Z Fold8 Ultra,CC,HQ Localized,Tiktok
4,2026-08-06,diannll,https://vt.tiktok.com/ZS4XCgWCa/.,21729,66,11,22,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Tiktok
5,2026-08-06,rhesaagustin,https://vt.tiktok.com/ZS4XnVuaf/,546585,192,15,36,7,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Tiktok
6,2026-08-06,echaecha304,https://vt.tiktok.com/ZS4X7Bfat/,176130,75,11,13,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Tiktok
7,2026-08-06,riska_aul1,https://vt.tiktok.com/ZS4C2wpMB/,17586,53,14,19,0,"Z Fold8 Ultra, Fold8, Flip8",Telkomsel,HQ Localized,Tiktok
8,2026-08-06,bungasekar1,https://vt.tiktok.com/ZS4Xv44wJ/,17850,48,10,14,0,Z Fold8,Finance + ,HQ Localized,Tiktok
9,2026-08-06,budidamdam5,https://vt.tiktok.com/ZS4X3d3E4/,18541,51,8,18,1,Z Fold8,Telkomsel,HQ Localized,Tiktok
10,2026-08-06,selena.gina6,https://vt.tiktok.com/ZS4XTqGhr/,19123,59,9,17,0,Z Fold8 Ultra,Finance + ,HQ Localized,Tiktok
11,2026-08-06,amandazah5,https://vt.tiktok.com/ZS4XwVNbp/,17415,70,12,23,0,"Z Fold8 Ultra, Fold8, Flip8",Telkomsel,HQ Localized,Tiktok
12,2026-08-06,andromeda.arsan,https://vt.tiktok.com/ZS4XKonhN/,29410,71,12,11,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Tiktok
13,2026-08-06,caca_aull1,https://vt.tiktok.com/ZS4CSS1Cw/,160388,109,13,21,0,Z Fold8,CC,HQ Localized,Tiktok
14,2026-08-06,senja.nan.teduh,https://vt.tiktok.com/ZS4XEG5nf/,30624,60,17,10,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Tiktok
15,2026-08-06,baby_naaaj,https://vt.tiktok.com/ZS44S19fJ/,17400,9,0,0,1,Z Fold8,CC,Clippers,Tiktok
16,2026-08-06,itssmmi_kha,https://vt.tiktok.com/ZS444684P/,37332,21,0,0,1,Z Fold8,CC,AI,Tiktok
17,2026-08-06,yono2a,https://vt.tiktok.com/ZS44XkVtg/,17200,0,0,0,0,Z Fold8,CC,AI,Tiktok
18,2026-08-06,zoe_elluna,https://vt.tiktok.com/ZS44VKjU6/,181911,24,1,5,0,Z Fold8,CC,AI,Tiktok
19,2026-08-06,dapurmamaqeenan,https://vt.tiktok.com/ZS44bFAsx/,17439,6,0,3,0,Z Fold8,CC,AI,Tiktok
20,2026-08-06,wulandariratna94,https://vt.tiktok.com/ZS44HwdxW/,13661,16,0,1,0,Z Fold8,CC,Clippers,Tiktok
21,2026-08-06,fatiya.zean,https://vt.tiktok.com/ZS444HuYQ/,34909,17,0,0,0,Z Fold8,CC,Clippers,Tiktok
22,2026-08-06,hilyazujaj,https://vt.tiktok.com/ZS4VfYMEn/,11483,5,0,0,1,Z Fold8,CC,AI,Tiktok
23,2026-08-06,zeya_ahmad,https://vt.tiktok.com/ZS4VyYRfW/,613360,221,2,22,15,Z Fold8,CC,AI,Tiktok
24,2026-08-06,uswa_zain,https://vt.tiktok.com/ZS4VfgMTv/,6310,14,0,1,1,Z Fold8,CC,AI,Tiktok
25,2026-08-06,safana_humaira,https://vt.tiktok.com/ZS4GrNGjR/,9556,14,0,0,0,Z Fold8,CC,AI,Tiktok
26,2026-08-06,Wendy Kurnia,https://youtube.com/shorts/0vA3I_Vpw4s?si=qksot4BBTLMD4EpL,1558,13,0,0,0,Z Fold8 Ultra,CTA PO Only,HQ Localized,Youtube
27,2026-08-06,dede cantika,https://youtube.com/shorts/D_2nbFjUR0o?si=Rkpn9hAchy_zQXa-,1210,10,0,0,0,Z Fold8 Ultra,CTA PO Only,HQ Localized,Youtube
28,2026-08-06,Additya F,https://youtube.com/shorts/MdQI5TJSXDM?si=66A-skOt_DnmEoFf,1568,8,0,0,0,Z Fold8 Ultra,CC,HQ Localized,Youtube
29,2026-08-06,Aditya Fernanda,https://youtube.com/shorts/OQ3NFhrRAtk?si=Sz2OvwjoOqmtE59Y,380,3,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Youtube
30,2026-08-06,Addit Verrel,https://youtube.com/shorts/i78xMULaHQc?si=IXQXSLSnEMZhG-7D,426,1,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Youtube
31,2026-08-06,nontoninapa,https://youtube.com/shorts/d9FReyGYIR4?si=SO030IR4Im-l3scL,888,3,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",Telkomsel,HQ Localized,Youtube
32,2026-08-06,Opal Kecol,https://youtube.com/shorts/9XUrrpCxPtc?si=FL-_O6LvtozFTFsc,213,1,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",CTA PO Only,HQ Localized,Youtube
33,2026-08-06,Link Baru,https://youtube.com/shorts/aWr8DG6u3Po?si=wUzrqLzXbKk3IlTx,1850,13,0,0,0,Z Fold8,Telkomsel,HQ Localized,Youtube
34,2026-08-06,showcaseinsaja.1,https://youtube.com/shorts/kf4y10GhFNc?si=frVo7AqW2_HJ6vhG,1690,7,0,0,0,Z Fold8 Ultra,Finance + ,HQ Localized,Youtube
35,2026-08-06,Link Baru,https://youtube.com/shorts/suz43kqofao?si=0m9g1WQUemvqKho1,406,1,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",Telkomsel,HQ Localized,Youtube
36,2026-08-06,Abdul Wahab,https://youtube.com/shorts/DB6vEO1ZXek?feature=share,865,0,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",Telkomsel,HQ Localized,Youtube
37,2026-08-06,Melly Swallow,https://youtube.com/shorts/76oH1tuSETw?si=vKGv-EovqKdqiLqw,453,1,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Youtube
38,2026-08-06,Aan,https://youtube.com/shorts/aZKalLBwdpc?feature=share,1027,6,0,0,0,"Z Fold8 Ultra, Fold8, Flip8",CC,HQ Localized,Youtube
39,2026-08-06,Febryanjaya,https://youtube.com/shorts/prQbZyuy3_8?si=oTH4Hae-q9rFLDnN,270,1,0,0,0,Z Fold8,CC,AI,Youtube
40,2026-08-06,RahmanSasetya,https://youtube.com/shorts/RKzPiGAN-80?si=_8F7VjK7zFkB7Q2m,1212,6,0,0,0,Z Fold8,CC,AI,Youtube
41,2026-08-06,GalangAdijayaa,https://youtube.com/shorts/kYA9kxOcnzA?si=-ruqggbhwdlRIXvF,759,0,0,0,0,Z Fold8,CC,Clippers,Youtube
42,2026-08-06,anjassmara,https://youtube.com/shorts/FiUvrSU_XuI?si=B3gI1MQHTrG2tkUy,750,2,0,0,0,Z Fold8,CC,AI,Youtube
43,2026-08-06,Hasanfadlan,https://youtube.com/shorts/Dyd4DLeUF4w?si=HAR38W-JMGp5cqrJ,705,1,0,0,0,Z Fold8,CC,AI,Youtube
44,2026-08-06,alexsandi,https://youtube.com/shorts/0YUTeH-xerA?si=AEzqpfXcDbt_2gtj,815,8,0,0,0,Z Fold8,CC,AI,Youtube
45,2026-08-06,Soesanto Ari,https://youtube.com/shorts/8DoyopMHkqM?si=ub949MMtB6yWprG2,266,3,0,0,0,Z Fold8,CC,Clippers,Youtube
46,2026-08-06,Febry Budi,https://youtube.com/shorts/xTAKETfa0hc?si=_iZ-7eVsJ-PqI2HA,641,2,0,0,0,Z Fold8,CC,Clippers,Youtube
47,2026-08-06,Yogi Bagus Bramanto,https://youtube.com/shorts/A_-SALwdXps?si=fwAYxCm0HIN9ow1u,202,1,0,0,0,Z Fold8,CC,AI,Youtube
48,2026-08-06,Andre Sugahar,https://youtube.com/shorts/LqH_tp_HouI?si=Fp7o_Lt_TKWYU7Oj,219,0,0,0,0,Z Fold8,CC,Clippers,Youtube
49,2026-08-06,Ramaramadan,https://youtube.com/shorts/C6V8RzKVbUk?si=tL1L9hrzCtBIt3GZ,1073,1,0,0,0,Z Fold8,CC,Clippers,Youtube
50,2026-08-06,Dasyaabraham,https://youtube.com/shorts/_TO-w05QDCA?si=pC_Of97jEcJpI7tH,1288,11,0,0,0,Z Fold8,CC,Clippers,Youtube
51,2026-08-07,royale_princes,https://vt.tiktok.com/ZS4VBoD21/,11802,20,0,1,0,Z Fold8,CC,Clippers,Tiktok
52,2026-08-07,amyarka341,https://vt.tiktok.com/ZS4VSudHH/,22189,38,0,0,0,Z Fold8,CC,Clippers,Tiktok
53,2026-08-07,astronot_8,https://vt.tiktok.com/ZS4VSq2We/,18723,20,0,0,1,Z Fold8,CC,Clippers,Tiktok
54,2026-08-07,laura_anna121,https://vt.tiktok.com/ZS4VAPTYC/,12422,33,0,0,0,Z Fold8,CC,Clippers,Tiktok
55,2026-08-07,meili343,https://vt.tiktok.com/ZS4VB7kwT/,28195,18,0,4,0,Z Fold8,CC,Clippers,Tiktok
56,2026-08-07,lilik_rose2,https://vt.tiktok.com/ZS4VB3Boa/,43463,40,0,5,0,Z Fold8,CC,Clippers,Tiktok
57,2026-08-07,nataliarose27,https://vt.tiktok.com/ZS4VSjC6c/,29290,31,0,3,0,Z Fold8,CC,Clippers,Tiktok
58,2026-08-07,lelylubung,https://vt.tiktok.com/ZS4VBtxCF/,12382,30,0,3,0,Z Fold8,CC,Clippers,Tiktok
59,2026-08-07,rik4dika,https://vt.tiktok.com/ZS4VBBFc1/,11125,19,0,2,1,Z Fold8,CC,Clippers,Tiktok
60,2026-08-07,elcipa40,https://vt.tiktok.com/ZS4VUAmuP/,10289,15,0,1,0,Z Fold8,CC,Clippers,Tiktok
61,2026-08-07,dedemardiana635,https://vt.tiktok.com/ZS4VUB8fL/,14993,11,0,2,1,Z Fold8,CC,Clippers,Tiktok
62,2026-08-07,dedemardiana7,https://vt.tiktok.com/ZS4VPVvwf/,27261,29,0,4,2,Z Fold8,CC,Clippers,Tiktok
63,2026-08-07,nandariflul5,https://vt.tiktok.com/ZS4VUm3ed/,13372,36,0,1,3,Z Fold8,CC,Clippers,Tiktok
64,2026-08-07,minantidiah,https://vt.tiktok.com/ZS4VySJML/,12575,36,4,0,0,Z Fold8,CC,Clippers,Tiktok
65,2026-08-07,aqyudhit,https://vt.tiktok.com/ZS4VDJMbt/,29978,44,5,0,0,Z Fold8,CC,Clippers,Tiktok
66,2026-08-07,kanthari.nataru,https://vt.tiktok.com/ZS4VAxEJT/,17485,44,6,4,9,Z Fold8,CC,Clippers,Tiktok
67,2026-08-07,syahdianaja,https://vt.tiktok.com/ZS4VDNgb2/,25387,26,3,2,0,Z Fold8,CC,Clippers,Tiktok
68,2026-08-07,saparinna,https://vt.tiktok.com/ZS4VDKB1p/,21833,65,1,2,0,Z Fold8,CC,Clippers,Tiktok
69,2026-08-07,pilihajadian,https://vt.tiktok.com/ZS4VURWnS/,28261,28,5,4,0,Z Fold8,CC,Clippers,Tiktok
70,2026-08-07,papibasukirahmat,https://vt.tiktok.com/ZS4VBQdeb/,14101,36,4,3,0,Z Fold8,CC,Clippers,Tiktok
71,2026-08-07,erminata14,https://vt.tiktok.com/ZS4VSkJR5/,15793,56,2,4,0,Z Fold8,CC,Clippers,Tiktok
72,2026-08-07,suyousumsel5,https://vt.tiktok.com/ZS4VSgHNU/,14840,44,3,2,0,Z Fold8,CC,Clippers,Tiktok
73,2026-08-07,muhammedneremy38,https://vt.tiktok.com/ZS4VSWvWd/,28951,44,2,4,2,Z Fold8,Telkomsel,Clippers,Tiktok
74,2026-08-07,ana13mardiana,https://vt.tiktok.com/ZS4VAS6w9/,14741,57,1,3,0,Z Fold8,Telkomsel,Clippers,Tiktok
75,2026-08-07,adind4225,https://vt.tiktok.com/ZS4VDFJpU/,17379,47,4,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
76,2026-08-07,findaalsava8,https://vt.tiktok.com/ZS4VDCbN8/,20225,48,4,3,0,Z Fold8,Telkomsel,Clippers,Tiktok
77,2026-08-07,istiqomahprasetyowati,https://vt.tiktok.com/ZS4VDbnft/,20930,54,4,2,11,Z Fold8,Telkomsel,Clippers,Tiktok
78,2026-08-07,setiarifawan,https://vt.tiktok.com/ZS4VUu6gx/,70480,30,3,6,18,Z Fold8,Telkomsel,Clippers,Tiktok
79,2026-08-07,soyou9569,https://vt.tiktok.com/ZS4VAgWPF/,10142,55,1,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
80,2026-08-07,aracantik1015,https://vt.tiktok.com/ZS4VDJ1VC/,11019,43,4,3,2,Z Fold8,Telkomsel,Clippers,Tiktok
81,2026-08-07,srirahayu3883,https://vt.tiktok.com/ZS4VD4Mfr/,10023,19,4,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
82,2026-08-07,nuradharini1,https://vt.tiktok.com/ZS4VUehhY/,10323,13,4,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
83,2026-08-07,beby_rania11,https://vt.tiktok.com/ZS4VUfwXB/,10486,45,3,2,1,Z Fold8,Telkomsel,Clippers,Tiktok
84,2026-08-07,fannyvat,https://vt.tiktok.com/ZS4VSNVj8/,55409,32,2,3,2,Z Fold8,Telkomsel,Clippers,Tiktok
85,2026-08-07,foxypie,https://vt.tiktok.com/ZS4VAeupC/,33765,33,4,3,1,Z Fold8,Telkomsel,Clippers,Tiktok
86,2026-08-07,itsfreyaa10,https://vt.tiktok.com/ZS4VAuFh4/,9966,33,5,0,1,Z Fold8,Telkomsel,Clippers,Tiktok
87,2026-08-07,ayhusohar8,https://vt.tiktok.com/ZS4VDL9mV/,10554,16,3,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
88,2026-08-07,zaylenz00,https://vt.tiktok.com/ZS4VATvUC/,11360,25,4,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
89,2026-08-07,julieteuy,https://vt.tiktok.com/ZS4VDHRkV/,12988,32,2,1,1,Z Fold8,Telkomsel,Clippers,Tiktok
90,2026-08-07,dhytaryu,https://vt.tiktok.com/ZS4VSNBoV/,12697,22,5,3,0,Z Fold8,Telkomsel,Clippers,Tiktok
91,2026-08-07,pujiann87,https://vt.tiktok.com/ZS4VSbb2t/,10047,46,5,1,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
92,2026-08-07,elegy4516,https://vt.tiktok.com/ZS4VA2pRK/,95945,71,2,8,1,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
93,2026-08-07,littlezeejr,https://vt.tiktok.com/ZS4VBqMFs/,9860,16,3,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
94,2026-08-07,budi.ismail32,https://vt.tiktok.com/ZS4VfrFps/,14177,44,3,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
95,2026-08-07,diana.hermina3,https://vt.tiktok.com/ZS4VUpRVV/,13278,38,3,2,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
96,2026-08-07,riansibahudinn,https://vt.tiktok.com/ZS4VfFeBT/,10687,20,4,3,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
97,2026-08-07,indra.mustafa03,https://vt.tiktok.com/ZS4VDcbY8/,16026,9,2,2,1,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
98,2026-08-07,indah.manaka,https://vt.tiktok.com/ZS4VD9YFb/,10134,51,4,4,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
99,2026-08-07,kusuma.manantra,https://vt.tiktok.com/ZS4VUwJcA/,23501,23,3,0,15,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
100,2026-08-07,alvin.setiadi5,https://vt.tiktok.com/ZS4VyN34L/,27780,39,2,1,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
101,2026-08-07,yun.ayun04,https://vt.tiktok.com/ZS4VUrxxy/,14873,54,3,1,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
102,2026-08-07,iwan.septiawan73,https://vt.tiktok.com/ZS4VfqA2n/,31793,36,4,2,1,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
103,2026-08-07,sasantonugroho,https://vt.tiktok.com/ZS4VfpMWx/,12873,47,3,2,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
104,2026-08-07,indah.indih55,https://vt.tiktok.com/ZS4VfvEgo/,32914,35,2,5,4,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
105,2026-08-07,dodit.setiawan51,https://vt.tiktok.com/ZS4VfEUoH/,49413,39,2,3,2,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
106,2026-08-07,isna.amanah1,https://vt.tiktok.com/ZS4VPDCHR/,12518,18,4,3,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
107,2026-08-07,nurhalimah4333,https://vt.tiktok.com/ZS4V5d6r2/,13328,20,4,1,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
108,2026-08-07,usep.munandir,https://vt.tiktok.com/ZS4VPxFsu/,107740,90,3,11,11,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
109,2026-08-07,nuralanur,https://vt.tiktok.com/ZS473YabY/,49604,119,1,24,2,Z Fold8,CC,Clippers,Tiktok
110,2026-08-07,kakaklimis,https://www.tiktok.com/@kakaklimis/video/7672578905076780306,49604,119,1,24,2,Z Fold8,CC,Clippers,Tiktok
111,2026-08-07,kakaklimis,https://vt.tiktok.com/ZS4vAEqtP/,26276,97,0,17,0,Z Fold8,CC,Clippers,Tiktok
112,2026-08-07,azziigemoy,https://vt.tiktok.com/ZS4vD8Ues/,5660,82,0,18,0,Z Fold8,CC,Clippers,Tiktok
113,2026-08-07,azziigemoy,https://vt.tiktok.com/ZS4vDMvgj/,206836,81,1,23,1,Z Fold8,CC,Clippers,Tiktok
114,2026-08-07,bagasjaya,https://vt.tiktok.com/ZS4vDELgD/,13985,97,0,6,0,Z Fold8,CC,Clippers,Tiktok
115,2026-08-07,bagasjaya,https://vt.tiktok.com/ZS4vU14Px/,13955,84,0,15,0,Z Fold8,CC,Clippers,Tiktok
116,2026-08-07,donoki,https://vt.tiktok.com/ZS4vUxBAg/,16129,99,0,12,0,Z Fold8,CC,Clippers,Tiktok
117,2026-08-07,donoki,https://vt.tiktok.com/ZS4vUCcps/,18007,7,0,1,2,Z Fold8,CC,Clippers,Tiktok
118,2026-08-07,panipastibisa,https://vt.tiktok.com/ZS4vyN1rG/,77039,61,0,15,0,Z Fold8,CC,Clippers,Tiktok
119,2026-08-07,panipastibisa,https://vt.tiktok.com/ZS4vyu7f1/,11995,85,0,6,0,Z Fold8,CC,Clippers,Tiktok
120,2026-08-07,panipastibisa,https://vt.tiktok.com/ZS4vypd5w/,533792,341,3,4,8,Z Fold8,CC,Clippers,Tiktok
121,2026-08-07,armujilaskar,https://vt.tiktok.com/ZS4vfMn9B/,16933,89,0,13,0,Z Fold8,CC,Clippers,Tiktok
122,2026-08-07,armujilaskar,https://vt.tiktok.com/ZS4vfsRmN/,17950,104,0,16,1,Z Fold8,CC,Clippers,Tiktok
123,2026-08-07,armujilaskar,https://vt.tiktok.com/ZS4vPkyCv/,16014,88,0,14,1,Z Fold8,CC,Clippers,Tiktok
124,2026-08-07,kakaklimis,https://vt.tiktok.com/ZS4vfoCkt/,12101,22,2,6,0,Z Fold8,CC,Clippers,Tiktok
125,2026-08-07,danar.ramanda,https://vt.tiktok.com/ZS4vPCyhc/,193741,76,0,23,1,Z Fold8,CC,Clippers,Tiktok
126,2026-08-07,danar.ramanda,https://vt.tiktok.com/ZS4vPuAYq/,13899,97,0,17,0,Z Fold8,CC,Clippers,Tiktok
127,2026-08-07,danar.ramanda,https://vt.tiktok.com/ZS4v5JGuu/,6038,84,0,13,0,Z Fold8,CC,Clippers,Tiktok
128,2026-08-07,rammramaa,https://vt.tiktok.com/ZS4v5RNMR/,12763,46,0,16,0,Z Fold8,CC,Clippers,Tiktok
129,2026-08-07,rammramaa,https://vt.tiktok.com/ZS4v5kd6r/,14939,47,0,19,3,Z Fold8,CC,Clippers,Tiktok
130,2026-08-07,rammramaa,https://vt.tiktok.com/ZS4v5mUk9/,21282,99,0,16,0,Z Fold8,CC,Clippers,Tiktok
131,2026-08-07,dimasandrakecil,https://vt.tiktok.com/ZS4va8C5E/,560647,396,3,40,23,Z Fold8,Telkomsel,Clippers,Tiktok
132,2026-08-07,dimasandrakecil,https://vt.tiktok.com/ZS4vaNNUS/,18579,100,0,17,2,Z Fold8,Telkomsel,Clippers,Tiktok
133,2026-08-07,dimasandrakecil,https://vt.tiktok.com/ZS4vaBGD5/,24691,80,0,14,0,Z Fold8,Telkomsel,Clippers,Tiktok
134,2026-08-07,fernando.risky,https://vt.tiktok.com/ZS4varx4Y/,26342,100,0,4,0,Z Fold8,Telkomsel,Clippers,Tiktok
135,2026-08-07,fernando.risky,https://vt.tiktok.com/ZS4vaXpgA/,416054,168,3,21,4,Z Fold8,Telkomsel,Clippers,Tiktok
136,2026-08-07,fernando.risky,https://www.tiktok.com/@fernando.riskky/video/7672634062657309960,26342,100,0,4,0,Z Fold8,Telkomsel,Clippers,Tiktok
137,2026-08-07,fernando.risky,https://www.tiktok.com/@fernando.riskky/video/7672634361589681415,388300,168,3,2,4,Z Fold8,Telkomsel,Clippers,Tiktok
138,2026-08-07,renandar,https://vt.tiktok.com/ZS4veV8Aq/,24464,96,0,15,1,Z Fold8,Telkomsel,Clippers,Tiktok
139,2026-08-07,renandar,https://vt.tiktok.com/ZS4vdvff4/,27143,108,0,8,0,Z Fold8,Telkomsel,Clippers,Tiktok
140,2026-08-07,renandar,https://vt.tiktok.com/ZS4vR9faG/,20208,13,0,5,0,Z Fold8,Telkomsel,Clippers,Tiktok
141,2026-08-07,bagusmohak,https://vt.tiktok.com/ZS4vFMQCU/,36389,57,0,11,1,Z Fold8,Telkomsel,Clippers,Tiktok
