No,Tanggal,Username,Link Post,Views,Like,Comment,Save,Share,Product,Approach,Content Type,Platform
325,2026-08-10,reza.dwia,https://vt.tiktok.com/ZS4c9WxQk/,2800,4,1,4,0,Z Fold8,Finance + ,Clippers,Tiktok
326,2026-08-10,fariz.putrra,https://vt.tiktok.com/ZS4cQA7Qy/,2737,6,1,4,0,Z Fold8,Finance + ,Clippers,Tiktok
327,2026-08-10,rahul.rendra,https://vt.tiktok.com/ZS4cQEvae/,2824,2,2,3,0,Z Fold8,Finance + ,Clippers,Tiktok
328,2026-08-10,mahardika.ryann,https://vt.tiktok.com/ZS4cCA3XU/,2014,4,2,4,0,Z Fold8,Finance + ,Clippers,Tiktok
329,2026-08-10,ridwann_aj,https://vt.tiktok.com/ZS4cCnwpk/,2756,0,1,0,0,Z Fold8,Finance + ,Clippers,Tiktok
330,2026-08-10,rendiganas,https://vt.tiktok.com/ZS4cX68By/,2786,42,1,0,0,Z Fold8,Finance + ,Clippers,Tiktok
331,2026-08-10,andipintarsmwa,https://vt.tiktok.com/ZS4cXQngY/,2863,2,2,3,0,Z Fold8,Finance + ,Clippers,Tiktok
332,2026-08-10,wahyu.danna,https://vt.tiktok.com/ZS4c4XMKt/,3739,15,2,3,0,Z Fold8,Finance + ,Clippers,Tiktok
333,2026-08-10,reza.dwia,https://vt.tiktok.com/ZS4cx6Pt7/,2676,2,2,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
334,2026-08-10,fariz.putrra,https://vt.tiktok.com/ZS4cQtosf/,72686,33,2,1,1,Z Fold8,Telkomsel,Clippers,Tiktok
335,2026-08-10,rahul.rendra,https://vt.tiktok.com/ZS4cCYPS4/,5427,5,1,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
336,2026-08-10,mahardika.ryann,https://vt.tiktok.com/ZS4cCwBv5/,6130,2,1,3,0,Z Fold8,Telkomsel,Clippers,Tiktok
337,2026-08-10,ridwann_aj,https://vt.tiktok.com/ZS4cXye7x/,5447,21,1,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
338,2026-08-10,rendiganas,https://vt.tiktok.com/ZS4cXbMeK/,25465,2,2,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
339,2026-08-10,andipintarsmwa,https://vt.tiktok.com/ZS4cXEnNJ/,5817,4,2,4,0,Z Fold8,Telkomsel,Clippers,Tiktok
340,2026-08-10,wahyu.danna,https://vt.tiktok.com/ZS4c45KGv/,17016,13,2,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
341,2026-08-10,fernando.riskky,https://vt.tiktok.com/ZS4c4SxVb/,2011,1,2,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
342,2026-08-10,danar.ramanda60,https://vt.tiktok.com/ZS4c4bDK8/,7252,5,2,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
343,2026-08-10,dimasandrakecil,https://vt.tiktok.com/ZS4cV2Dc1/,5719,5,2,3,0,Z Fold8,Telkomsel,Clippers,Tiktok
344,2026-08-10,abidgantengbisa,https://vt.tiktok.com/ZS4cVuYvS/,5352,4,1,4,0,Z Fold8,Telkomsel,Clippers,Tiktok
345,2026-08-10,renandarrr,https://vt.tiktok.com/ZS4cVEWcK/,4444,0,0,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
346,2026-08-10,dikaklimis,https://vt.tiktok.com/ZS4cqxGb7/,4335,1,0,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
347,2026-08-10,bagusmohak,https://vt.tiktok.com/ZS4cb1y7K/,4243,3,0,3,0,Z Fold8,Telkomsel,Clippers,Tiktok
348,2026-08-10,kakaklimis,https://vt.tiktok.com/ZS4cbyhYQ/,4317,6,0,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
349,2026-08-10,kakaklimis,https://vt.tiktok.com/ZS4cbxnwx/,4288,1,0,1,0,Z Fold8,CC,Clippers,Tiktok
350,2026-08-10,bagusmohak,https://vt.tiktok.com/ZS4cb6Tp3/,4854,2,0,0,1,Z Fold8,CC,Clippers,Tiktok
351,2026-08-10,dikaklimis,https://vt.tiktok.com/ZS4cqGdCk/,4147,2,0,1,0,Z Fold8,CC,Clippers,Tiktok
352,2026-08-10,renandarrr,https://vt.tiktok.com/ZS4cqYoV5/,4494,1,0,1,0,Z Fold8,CC,Clippers,Tiktok
353,2026-08-10,abidgantengbisa,https://vt.tiktok.com/ZS4cVoh5w/,59531,26,1,2,1,Z Fold8 Ultra,CC,Clippers,Tiktok
354,2026-08-10,dimasandrakecil,https://vt.tiktok.com/ZS4c4KKju/,4255,2,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
355,2026-08-10,danar.ramanda60,https://vt.tiktok.com/ZS4cVY93q/,7297,1,0,2,0,Z Fold8 Ultra,CC,Clippers,Tiktok
356,2026-08-10,fernando.riskky,https://vt.tiktok.com/ZS4c4bQ58/,7955,2,0,2,0,Z Fold8 Ultra,CC,Clippers,Tiktok
357,2026-08-10,indraa.pramahdi,https://vt.tiktok.com/ZS4cHcPgw/,7094,4,0,2,0,Z Fold8 Ultra,CC,Clippers,Tiktok
358,2026-08-10,indraa.pramahdi,https://vt.tiktok.com/ZS4c9Lfpj/,7396,3,0,1,0,Z Fold8 Ultra,CC,Clippers,Tiktok
359,2026-08-10,indraa.pramahdi,https://vt.tiktok.com/ZS4c9mwKv/,23734,10,0,4,1,Z Fold8 Ultra,CC,Clippers,Tiktok
360,2026-08-10,trendmediahub_,https://vt.tiktok.com/ZS4cQvp8a/,2011,1,0,1,0,Z Fold8 Ultra,CC,Clippers,Tiktok
361,2026-08-10,trendmediahub_,https://vt.tiktok.com/ZS4cQ3BK1/,40443,10,0,2,1,Z Fold8 Ultra,CC,Clippers,Tiktok
362,2026-08-10,trendmediahub_,https://vt.tiktok.com/ZS4cCY2uJ/,2013,0,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
363,2026-08-10,insightclipid6,https://vt.tiktok.com/ZS4cCYomg/,7839,6,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
364,2026-08-10,insightclipid6,https://vt.tiktok.com/ZS4cCQ15Y/,6825,3,0,1,0,Z Fold8 Ultra,CC,Clippers,Tiktok
365,2026-08-10,wawannmks,https://vt.tiktok.com/ZS4vy5fjp/,2010,8,0,0,0,Z Fold8 Ultra,CC,AI,Tiktok
366,2026-08-10,wawannmks,https://vt.tiktok.com/ZS4vyg72m/,2012,14,0,0,0,Z Fold8 Ultra,CC,AI,Tiktok
367,2026-08-10,wawannmks,https://vt.tiktok.com/ZS4vy7V6s/,2013,14,0,0,0,Z Fold8 Ultra,CC,AI,Tiktok
368,2026-08-10,abdi.husnain,https://vt.tiktok.com/ZS4vf1dgX/,2017,5,0,0,0,Z Fold8 Ultra,CC,AI,Tiktok
369,2026-08-10,abdi.husnain,https://vt.tiktok.com/ZS4vfx4qQ/,2010,9,0,0,0,Z Fold8 Ultra,CC,AI,Tiktok
370,2026-08-10,abdi.husnain,https://vt.tiktok.com/ZS4vPLXqh/,2009,18,0,0,0,Z Fold8 Ultra,Finance + ,AI,Tiktok
371,2026-08-10,aryapranata80_,https://vt.tiktok.com/ZS4vcNhPc/,2014,5,0,0,0,Z Fold8 Ultra,Finance + ,AI,Tiktok
372,2026-08-10,aryapranata80_,https://vt.tiktok.com/ZS4vcMW12/,2018,17,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Tiktok
373,2026-08-10,aryapranata80_,https://vt.tiktok.com/ZS4vcTDSR/,2007,14,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Tiktok
374,2026-08-10,donysumargo_,https://vt.tiktok.com/ZS4vcgQpF/,2006,1,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Tiktok
375,2026-08-10,donysumargo_,https://vt.tiktok.com/ZS4v3frxH/,2014,17,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Tiktok
376,2026-08-10,donysumargo_,https://vt.tiktok.com/ZS4v3wL7T/,2013,0,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Tiktok
377,2026-08-11,insightclipid6,https://vt.tiktok.com/ZS4cCue4L/,5142,87,0,1,0,Z Fold8,CC,Clippers,Tiktok
378,2026-08-11,brandbuzz.daily,https://vt.tiktok.com/ZS4cX2dKQ/,4739,62,0,0,0,Z Fold8,CC,Clippers,Tiktok
379,2026-08-11,brandbuzz.daily,https://vt.tiktok.com/ZS4cXFMg6/,4685,39,0,0,0,Z Fold8,CC,Clippers,Tiktok
380,2026-08-11,brandbuzz.daily,https://vt.tiktok.com/ZS4cXCfSU/,4698,73,0,0,0,Z Fold8,CC,Clippers,Tiktok
381,2026-08-11,clipverseid03,https://vt.tiktok.com/ZS4cXW3wU/,4626,108,0,0,0,Z Fold8,CC,Clippers,Tiktok
382,2026-08-11,fyry209, https://vt.tiktok.com/ZSV1Vg5d7/,5033,2,0,0,0,Z Fold8,CC,Clippers,Tiktok
383,2026-08-11,clipverseid03,https://vt.tiktok.com/ZS4cXED73/,4555,59,0,0,0,Z Fold8,CC,Clippers,Tiktok
384,2026-08-11,clipverseid03,https://vt.tiktok.com/ZS4c4fknd/,47794,93,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
385,2026-08-11,fareladijaya12,https://vt.tiktok.com/ZS4cgDkcS/,4691,86,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
386,2026-08-11,fareladijaya12,https://vt.tiktok.com/ZS4cgdRo1/,5061,121,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
387,2026-08-11,fareladijaya12,https://vt.tiktok.com/ZS4cgaVrn/,5390,92,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
388,2026-08-11,agung_saputro19,https://vt.tiktok.com/ZS4cgQRp3/,71778,124,0,2,0,Z Fold8,Telkomsel,Clippers,Tiktok
389,2026-08-11,agung_saputro19,https://vt.tiktok.com/ZS4cpBuyJ/,51932,75,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
390,2026-08-11,agung_saputro19,https://vt.tiktok.com/ZS4cpx23q/,4634,95,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
391,2026-08-11,andjanihendriyawati0,https://vt.tiktok.com/ZS4cW232o/,6952,145,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
393,2026-08-11,andjanihendriyawati0,https://vt.tiktok.com/ZS4c7FuxT/,4930,115,0,1,0,Z Fold8,Finance + ,Clippers,Tiktok
394,2026-08-11,adeliapuspa85,https://vt.tiktok.com/ZS4cnGW7g/,4920,104,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
395,2026-08-11,adeliapuspa85,https://www.tiktok.com/@adeliapuspa85/video/7672762694327373076,149,81,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
396,2026-08-11,adeliapuspa85,https://vt.tiktok.com/ZS4ctVpYW/,4543,125,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
397,2026-08-11,adeliapuspa85,https://vt.tiktok.com/ZS4cnMpjo/,4464,105,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
398,2026-08-11,rozak.putr,https://vt.tiktok.com/ZSVepAwUd/,78871,34,0,3,1,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
399,2026-08-11,donokijenwani,https://vt.tiktok.com/ZSVep8AnN/,4362,3,0,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
400,2026-08-11,donokijenwani,https://vt.tiktok.com/ZSVepP1vf/,4260,1,0,1,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
401,2026-08-11,azziigemoy,https://vt.tiktok.com/ZSVesaVBS/,2008,0,0,0,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
402,2026-08-11,asnanaditama,https://vt.tiktok.com/ZS4v4FGyy/,2014,15,0,0,0,Z Fold8,Finance + ,AI,Tiktok
403,2026-08-11,asnanaditama,https://vt.tiktok.com/ZS4v4CvLB/,2018,0,0,0,0,Z Fold8,Finance + ,AI,Tiktok
404,2026-08-11,pilo.ander,https://vt.tiktok.com/ZSV1HNHe8/,2043,11,0,0,0,Z Fold8,Finance + ,AI,Tiktok
405,2026-08-11,gading.martin490,https://vt.tiktok.com/ZSV1HJaDW/,9472,11,0,0,0,Z Fold8,Finance + ,AI,Tiktok
406,2026-08-11,senjakuu77,https://vt.tiktok.com/ZSV1Hd4hQ/,2022,14,0,0,0,Z Fold8,Finance + ,AI,Tiktok
407,2026-08-12,kakaklimis,https://vt.tiktok.com/ZS4wHbpdf/,4497,112,0,0,0,Z Fold8,CC,Clippers,Tiktok
408,2026-08-12,dinantikatriutami,https://vt.tiktok.com/ZS4K28xMs/,93273,171,0,0,8,Z Fold8,CC,Clippers,Tiktok
409,2026-08-12,narahumaira1,https://vt.tiktok.com/ZS4KJLYA6/,4851,119,0,0,0,Z Fold8,CC,Clippers,Tiktok
410,2026-08-12,narahumaira1,https://vt.tiktok.com/ZS4K1omx1/,4335,0,0,0,0,Z Fold8,CC,Clippers,Tiktok
411,2026-08-12,narahumaira1,https://vt.tiktok.com/ZS4KJ5EaS/,5293,116,0,0,0,Z Fold8,CC,Clippers,Tiktok
412,2026-08-12,highlightfactory3,https://vt.tiktok.com/ZS4KJa7Ja/,22103,124,0,1,1,Z Fold8,Telkomsel,Clippers,Tiktok
413,2026-08-12,kakaklimis,https://vt.tiktok.com/ZS4w92ypK/,4660,102,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
414,2026-08-12,highlightfactory3,https://vt.tiktok.com/ZS4Ke6jdv/,4151,74,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
415,2026-08-12,dinantikatriutami,https://vt.tiktok.com/ZS4K2DCrm/,67942,113,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
416,2026-08-12,citraridho7,https://vt.tiktok.com/ZS4K2waLC/,5203,65,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
417,2026-08-12,azziigemoy,https://vt.tiktok.com/ZS4w94nev/,4631,98,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
418,2026-08-12,citraridho7,https://vt.tiktok.com/ZS4Kjdvvh/,42763,131,0,2,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
419,2026-08-12,azziigemoy,https://vt.tiktok.com/ZS4w9CPer/,4579,123,0,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
420,2026-08-12,azziigemoy,https://vt.tiktok.com/ZS4w9Ktp9/,4956,108,0,0,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
421,2026-08-12,fahrul.putr,https://vt.tiktok.com/ZS4vfCrcU/,2030,12,0,0,0,Z Fold8,Telkomsel,AI,Tiktok
422,2026-08-12,itsmeanaya13,https://vt.tiktok.com/ZSV1HMXXh/,9514,10,0,0,0,Z Fold8,Telkomsel,AI,Tiktok
423,2026-08-12,maybella4511,https://vt.tiktok.com/ZSV1HgpcT/,2160,13,0,0,0,Z Fold8,Telkomsel,AI,Tiktok
424,2026-08-12,siti.monika68,https://vt.tiktok.com/ZSV1HPg9R/,2014,9,0,0,0,Z Fold8,Telkomsel,AI,Tiktok
425,2026-08-12,aira52705,https://vt.tiktok.com/ZSV1HsvsM/,2021,8,0,0,0,Z Fold8,Telkomsel,AI,Tiktok
426,2026-08-12,taniapoetriii,https://vt.tiktok.com/ZSV1HKn1Y/,2022,4,0,0,0,Z Fold8,Telkomsel,AI,Tiktok
427,2026-08-13,anabela.la1,https://vt.tiktok.com/ZSV196BN1/,2022,55,0,7,0,Z Fold8,Telkomsel,AI,Tiktok
428,2026-08-13,foxypie,https://vt.tiktok.com/ZSV1HKM8R/,2022,41,0,6,0,Z Fold8,Telkomsel,AI,Tiktok
429,2026-08-13,pratama.tama684,https://vt.tiktok.com/ZSV19jn79/,2018,61,0,8,0,Z Fold8,Telkomsel,AI,Tiktok
430,2026-08-13,dealuna88,https://vt.tiktok.com/ZSV1HvV7g/,2016,25,0,7,0,Z Fold8,Telkomsel,AI,Tiktok
431,2026-08-13,birurayyanza,https://vt.tiktok.com/ZSV19ugkK/,2201,22,0,2,0,Z Fold8,Telkomsel,AI,Tiktok
432,2026-08-13,rozak.putr,https://vt.tiktok.com/ZSVegoqed/,86506,44,0,2,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
433,2026-08-13,larasatisumlang3,https://vt.tiktok.com/ZS4oVRF6p/,3232,1,0,0,0,Z Fold8,CC,Clippers,Tiktok
434,2026-08-13,reno.putra77,https://vt.tiktok.com/ZSVJ3u3LF/,3156,0,0,0,0,Z Fold8,CC,Clippers,Tiktok
435,2026-08-13,rahmad.cahyoo,https://vt.tiktok.com/ZS4o913SD/,3289,1,0,0,0,Z Fold8,CC,Clippers,Tiktok
436,2026-08-13,larasatisumlang3,https://vt.tiktok.com/ZS4oVbBkc/,3300,0,0,0,0,Z Fold8,CC,Clippers,Tiktok
437,2026-08-13,reno.putra77,https://vt.tiktok.com/ZSVJ3TpCY/,3262,2,0,0,0,Z Fold8,CC,Clippers,Tiktok
438,2026-08-13,rahmad.cahyoo,https://vt.tiktok.com/ZS4o9ad4x/,3074,1,0,0,0,Z Fold8,CC,Clippers,Tiktok
439,2026-08-13,rozak.putr,https://vt.tiktok.com/ZSVepgYnD/,3222,0,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
440,2026-08-13,reno.putra77,https://vt.tiktok.com/ZSVJTBTry/,3249,0,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
441,2026-08-13,donokijenwani,https://vt.tiktok.com/ZS4oQvqFq/,3115,0,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
442,2026-08-13,donokijenwani,https://vt.tiktok.com/ZSVegxqWm/,3156,0,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
443,2026-08-13,larasatisumlang3,https://vt.tiktok.com/ZS4oVp6en/,3121,1,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
444,2026-08-13,donokijenwani,https://vt.tiktok.com/ZS4oQSC7N/,4207,2,0,0,0,Z Fold8,Telkomsel,Clippers,Tiktok
445,2026-08-13,donokijenwani,https://vt.tiktok.com/ZSVegE4oJ/,4016,0,0,1,0,Z Fold8,Telkomsel,Clippers,Tiktok
446,2026-08-13,permanaries0,https://vt.tiktok.com/ZS4oqf69P/,4420,1,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
447,2026-08-13,dani.sindu,https://vt.tiktok.com/ZSVJTvEg9/,4072,2,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
448,2026-08-13,azziigemoy,https://vt.tiktok.com/ZSVeGFAaw/,4433,5,0,0,0,Z Fold8,Finance + ,Clippers,Tiktok
449,2026-08-13,permanaries0,https://vt.tiktok.com/ZS4obhPg4/,75153,44,0,2,0,Z Fold8 Ultra,CC,Clippers,Tiktok
450,2026-08-13,dani.sindu,https://vt.tiktok.com/ZSVJTGN6M/,4503,2,0,0,0,Z Fold8 Ultra,CC,Clippers,Tiktok
451,2026-08-13,rahmad.cahyoo,https://vt.tiktok.com/ZS4oQdbE1/,4015,1,0,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
452,2026-08-13,permanaries0,https://vt.tiktok.com/ZS4obcccd/,4357,1,0,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
453,2026-08-13,dani.sindu,https://vt.tiktok.com/ZSVJw86bv/,4447,4,0,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
454,2026-08-13,rahmad.cahyoo,https://vt.tiktok.com/ZS4oQ1Jmg/,4362,1,0,0,0,Z Fold8 Ultra,Telkomsel,Clippers,Tiktok
455,2026-08-13,bagasjayasendiri,https://vt.tiktok.com/ZSVesTJsP/,2014,0,0,0,0,Z Fold8 Ultra,Finance + ,Clippers,Tiktok
456,2026-08-13,GalangAdijayaa,https://youtube.com/shorts/IiqfKFzd6WI?si=aZnpLU-13EH3y99F,859,0,0,0,0,Z Fold8,Finance + ,AI,Youtube
457,2026-08-13,RahmanSasetya,https://youtube.com/shorts/0NlVPB1K_xI?si=y6qFefz9KPV4Sd25,1000,2,0,0,0,Z Fold8,Finance + ,AI,Youtube
458,2026-08-13,Febryanjaya,https://youtube.com/shorts/bKGkNiuhDbE?si=FBCPT0J6ZbKGegO5,912,2,0,0,0,Z Fold8,Finance + ,AI,Youtube
459,2026-08-13,nandaranugrahh,https://youtube.com/shorts/umsa8XrMP9k?si=4ejvLTXg66s3wh3d,909,1,0,0,0,Z Fold8,Finance + ,AI,Youtube
460,2026-08-13,yogibagusbramanto,https://youtube.com/shorts/n8tu-mXdn80?si=kSGAmVHO9CkGXmHz,1112,2,0,0,0,Z Fold8,Finance + ,AI,Youtube
461,2026-08-13,rizkyaditamaa,https://youtube.com/shorts/bTtkVPkNz78?si=Wu6INcb8YG_j1VEt,1100,2,0,0,0,Z Fold8,Finance + ,AI,Youtube
462,2026-08-13,Ariojayaa,https://www.youtube.com/shorts/4daRWu_dHuM,1275,1,0,0,0,Z Fold8,Telkomsel,AI,Youtube
463,2026-08-13,andresugahar,https://youtube.com/shorts/XQw5UTwkw-g?si=qnbhEkbdw9rghxNh,934,2,0,0,0,Z Fold8,Telkomsel,AI,Youtube
464,2026-08-13,Ramaramadannn,https://youtube.com/shorts/xzY_0IPhYYc?si=WDamm46itdbl-0ht,1143,0,0,0,0,Z Fold8,Telkomsel,AI,Youtube
465,2026-08-13,@dasyaabraham,https://youtube.com/shorts/fqJFE0QzECM?si=0rr5Koxi1d8FPtsQ,871,0,0,0,0,Z Fold8,Telkomsel,AI,Youtube
466,2026-08-13,Ariojayaa,https://youtube.com/shorts/w7udaWJvMsw?si=QbUxbNZub1-QPgGI,2191,8,0,0,0,Z Fold8,Telkomsel,AI,Youtube
467,2026-08-13,dwikyramadhann,https://youtube.com/shorts/hQdGIgUqQLA?si=Vb5l7hyIMmG1Xnct,1563,4,0,0,0,Z Fold8,Telkomsel,AI,Youtube
468,2026-08-13,Aansatrioaji,https://youtube.com/shorts/oNBkHchirVs?si=kDw1B1Jbepx9yXhr,1027,4,0,0,0,Z Fold8,Telkomsel,AI,Youtube
469,2026-08-13,soesantoari,https://youtube.com/shorts/SZPxwsk7LR0?si=ibsoda1OPOTz8YBX,902,2,0,0,0,Z Fold8,Telkomsel,AI,Youtube
470,2026-08-13,febrybudi,https://youtube.com/shorts/YnLNoXuZz-c?si=VCbGH0bKX-Okym-h,894,0,0,0,0,Z Fold8,Telkomsel,AI,Youtube
471,2026-08-13,alexsandiii,https://youtube.com/shorts/0zmXqIPm8mY?si=OkLfzQFutJ-zEt8s,1058,3,0,0,0,Z Fold8,Telkomsel,AI,Youtube
472,2026-08-13,Hasanfadlan,https://youtube.com/shorts/tfY9Afj29tE?si=Frf03-1uyWiL43S_,814,0,0,0,0,Z Fold8,Telkomsel,AI,Youtube
473,2026-08-13,dwikyramadhann,https://youtube.com/shorts/89uXqeRXSQk?si=OT7w1yW6QuTucRom,978,2,0,0,0,Z Fold8 Ultra,CC,AI,Youtube
474,2026-08-13,Aansatrioaji,https://youtube.com/shorts/j9ZiETlFGsU?si=sOoU8YO5PnR2H77F,1023,44,0,2,0,Z Fold8 Ultra,CC,AI,Youtube
475,2026-08-13,soesantoari,https://youtube.com/shorts/xgAfqISBWeA?si=a1CH7qVhMXNmYD2i,939,4,0,0,0,Z Fold8 Ultra,CC,AI,Youtube
476,2026-08-13,febrybudi,https://youtube.com/shorts/jz6jBMU3SlE?si=AtnbtfrWjpjivxqW,1082,1,0,0,0,Z Fold8 Ultra,CC,AI,Youtube
477,2026-08-13,alexsandiii,https://youtube.com/shorts/cC5if7fFWIo?si=XDIEbV2MmTRvZP0I,1159,4,0,0,0,Z Fold8 Ultra,CC,AI,Youtube
478,2026-08-13,Hasanfadlan,https://youtube.com/shorts/TGWZey8sWJ0?si=29y8PP19CaygsMKd,1158,4,0,0,0,Z Fold8 Ultra,Finance + ,AI,Youtube
479,2026-08-13,anjassmaraa,https://youtube.com/shorts/fEwArqWfZC0?si=GN5cYwyTygHRIMgz,880,2,0,0,0,Z Fold8 Ultra,Finance + ,AI,Youtube
480,2026-08-13,anjassmaraa,https://youtube.com/shorts/id43ZGXrPQY?si=Dwdl9YF1MRAkNxwr,964,1,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Youtube
481,2026-08-13,GalangAdijayaa,https://youtube.com/shorts/aDWsAFA1UkQ?si=Vie97dDrZFNjevvK,617,1,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Youtube
482,2026-08-13,RahmanSasetya,https://youtube.com/shorts/jy50teqYKvE?si=GNZ0Lo9tUuPIcebB,205,2,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Youtube
483,2026-08-13,Febryanjaya,https://youtube.com/shorts/jp3tT11A1Bc?si=kq1F8OEc6sPs1REy,568,4,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Youtube
484,2026-08-13,nandaranugrahh,https://youtube.com/shorts/TNcjBrfO-5M?si=Yxn3hnZrXrzGcDi_,11,0,0,0,0,Z Fold8 Ultra,Telkomsel,AI,Youtube
